Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
27,Male,0,6.72072,5.171325992,9.62516,6.63957223,Arts,ENTJ
25,Male,1,2.77592,3.967238254,0.41536,2.937004452,Others,INFP
28,Female,0,1.08681,6.651961211,8.90147,6.983720414,Arts,ISTJ
31,Female,0,6.26103,7.418964661,9.55266,6.095339093,Technology,ESTJ
29,Male,1,4.99925,3.43244861,5.2604,5.125637088,Sports,INFP
19,Female,0,3.42616,7.272005515,5.26712,6.454792108,Arts,INTJ
22,Female,0,7.18198,6.499553274,6.55885,5.989483301,Sports,ENTJ
24,Female,0,4.22409,3.076387765,5.46893,1.422346155,Others,ENFP
31,Female,0,1.3084,6.305507779,0.52202,7.096407832,Sports,ISFJ
27,Male,0,0.06915,6.23328355,6.90009,6.738053094,Arts,ISTJ
30,Female,0,1.49365,6.219084149,4.26987,6.253252465,Technology,ISFJ
38,Male,0,0.351,7.966493772,2.25064,3.957330846,Arts,ISFP
23,Female,1,9.98124,4.992859342,8.33828,4.405522795,Fiction,ENTP
29,Female,1,1.47691,6.511333265,0.77942,4.965060134,Arts,ISFP
24,Female,0,9.44379,6.797483374,1.38697,3.882837451,Fiction,ESFP
22,Female,0,6.42469,7.702387622,2.62485,4.284980535,Fiction,ESFP
24,Male,0,6.14656,6.544917652,1.48742,5.256618753,Sports,ESFJ
30,Male,1,9.32374,5.502256977,7.17431,4.697236346,Others,ENTP
26,Male,0,1.12216,3.579948702,7.8287,6.551691163,Fiction,INTJ
27,Female,1,9.1344,5.390001433,8.65325,5.155448859,Fiction,ENTP
24,Female,1,7.86181,6.135267653,5.63545,6.877823427,Fiction,ENTP
31,Female,0,8.37226,4.437692981,2.15478,5.62229338,Sports,ENFJ
30,Male,1,9.74357,6.83646387,2.62588,5.809512386,Arts,ESFP
26,Male,0,8.21597,7.651476424,3.39051,7.058420272,Others,ESFJ
25,Male,0,0.08267,2.445664274,1.14744,6.045541217,Arts,INFJ
21,Female,0,1.52028,6.172666754,9.73304,3.74125163,Technology,INTP
26,Male,1,4.8698,3.289363029,9.43802,3.108760607,Technology,ENTP
21,Female,0,1.63255,3.330448625,9.58798,3.37585408,Sports,INTP
20,Female,1,0.3046,4.199081426,8.98996,5.257203085,Fiction,INTP
30,Male,0,1.57685,2.487860164,7.08022,4.209355852,Others,INTP
25,Male,1,4.93861,6.421951898,4.28619,6.318420315,Technology,ISFP
28,Male,0,2.38172,6.160193161,7.57055,6.282808982,Technology,ISTJ
22,Female,0,8.8164,5.027959277,5.98664,6.17194343,Others,ENTJ
23,Female,0,4.76748,6.63625812,3.62005,6.319423136,Technology,ESFJ
23,Female,1,3.99497,4.58362289,4.54105,5.121979103,Arts,INTP
26,Female,0,1.94865,6.635564838,9.82765,6.742536321,Technology,ISTJ
27,Male,0,7.8173,2.932918375,2.12456,6.073026738,Arts,ENFJ
20,Female,0,6.38814,6.302099827,9.25381,5.58065202,Sports,ENTJ
34,Male,0,9.73808,7.220284945,0.38677,6.529636259,Technology,ESFJ
26,Female,0,0.33753,6.558100343,6.43618,6.775897851,Fiction,ISTJ
28,Male,1,5.33551,6.418469338,3.95875,4.477215598,Sports,ISFP
23,Male,0,4.27068,5.44719522,0.6041,6.330919031,Others,INFJ
31,Female,1,5.30078,7.069568093,5.78519,3.15537518,Arts,ESTP
31,Female,1,4.60601,6.157955242,7.1034,5.783670594,Others,ESTP
24,Male,0,7.57213,4.310083955,0.8654,6.002264054,Arts,ENFJ
21,Female,0,3.39923,6.097699876,8.79215,6.786329195,Others,INTJ
27,Female,0,1.23344,6.344356418,5.2981,6.3577263,Others,ISFJ
26,Male,0,0.4942,3.565385192,5.06029,5.75459979,Arts,INFP
35,Female,0,2.13487,6.302385248,8.56797,6.253550438,Fiction,ISTJ
36,Female,1,5.50992,8.112610854,3.11479,2.378811112,Sports,ESFP
31,Female,0,0.01766,6.739219657,5.72106,4.15075111,Arts,ISTP
32,Male,0,4.72149,5.632658957,8.36769,5.082227527,Others,INTP
20,Male,0,5.93296,5.615731527,1.76972,6.109454691,Technology,ENFJ
27,Male,0,0.23636,5.668720488,9.78328,5.322748953,Others,INTP
28,Female,0,5.30125,6.677112606,0.46091,7.822780028,Fiction,ESFJ
31,Female,0,2.75063,6.246950406,2.26424,6.145986471,Fiction,ESFJ
29,Female,0,1.84928,6.360881806,9.71152,6.190207693,Others,ISTJ
24,Male,1,6.42105,4.46602521,4.25058,4.123391144,Sports,ENFP
32,Male,1,9.81499,6.206811777,7.6146,6.177900978,Arts,ESTP
29,Female,0,4.64249,6.162008247,7.15062,7.051810052,Arts,ESTJ
28,Female,0,5.9191,6.650726361,4.80175,2.153625558,Arts,ESTP
27,Female,0,9.59454,7.129653246,6.98079,5.102071856,Sports,ESTJ
23,Female,0,9.30953,6.826352102,4.90672,3.218015496,Arts,ENTP
26,Male,0,4.37308,5.259785209,1.61844,5.720781979,Technology,ENFP
27,Female,0,4.30622,5.82088239,3.00911,6.783134028,Fiction,ENFJ
21,Male,1,5.27986,3.72962465,4.11954,4.124140179,Fiction,INFP
39,Female,0,0.98176,6.468311177,3.94495,5.650618241,Sports,ISFJ
35,Male,1,2.66107,3.439421995,7.90873,5.698030207,Fiction,INTP
28,Female,0,1.51817,7.115259286,8.8285,6.044516416,Fiction,ISTJ
22,Male,0,9.82985,5.743272599,7.56603,6.036996694,Fiction,ENTJ
22,Female,0,3.18928,5.108334916,4.91626,3.741841045,Arts,ENTP
32,Male,0,4.85567,6.857493365,8.4113,5.829067606,Sports,ESTJ
22,Male,0,0.81455,2.757177331,7.76243,5.306269642,Sports,INTJ
30,Female,0,7.08242,6.278370235,2.69647,5.415018518,Others,ESFP
25,Female,0,1.46083,2.933604108,8.48491,6.200813319,Sports,INTJ
24,Female,1,0.34036,4.903627974,5.1671,5.038919515,Arts,INTP
20,Male,1,9.77631,6.821768912,5.58361,4.778269937,Others,ENFP
22,Male,0,5.41099,4.453454451,2.0528,4.921193321,Fiction,ENFP
31,Female,0,1.58877,7.319060285,8.34179,6.350103054,Technology,ISTJ
25,Male,1,2.46448,3.64360236,2.6625,3.457511748,Fiction,INFP
25,Female,0,6.5217,7.573272371,2.01038,6.429596674,Fiction,ESFJ
21,Male,0,8.21565,5.567004956,9.36204,5.743652595,Sports,ENTJ
30,Male,1,0.81907,5.056000292,1.83402,4.759138018,Fiction,INFP
31,Female,1,3.15847,6.618899924,8.91411,5.000254749,Fiction,ISTP
28,Male,0,2.42161,4.932912255,9.84406,5.278838468,Sports,INTJ
41,Male,1,8.95287,6.172942669,7.42307,5.078668882,Sports,ESTP
25,Male,0,8.92255,6.793448833,1.38939,2.30049471,Sports,ESFP
24,Male,0,5.26217,6.469600937,7.20324,5.176725438,Sports,ESTJ
25,Female,1,7.95855,6.555326951,4.1316,7.283091076,Sports,ESFP
20,Female,1,1.5198,5.263896649,0.68244,6.439967639,Arts,INFP
30,Female,0,0.13819,6.253227331,0.65409,6.497841199,Fiction,ISFJ
24,Male,1,4.35555,6.236869875,1.80649,4.024733778,Technology,ISFP
35,Male,0,6.73908,4.534288352,7.23612,6.601140982,Fiction,ENTJ
27,Female,1,7.25915,6.948066043,7.08167,3.538037272,Fiction,ESTP
22,Female,1,2.70437,6.604068308,0.44106,5.933287596,Arts,ISFP
34,Male,0,2.81839,3.584210557,8.69977,6.112900984,Fiction,INTJ
20,Male,0,3.01659,6.653725258,4.23133,5.918942058,Sports,INFJ
25,Female,1,2.88333,3.122582158,6.07372,4.499918599,Fiction,INTP
30,Female,0,0.68376,4.096381005,5.86907,3.076700792,Fiction,INTP
37,Male,0,2.67894,7.064829014,2.57135,4.884053727,Arts,ISFP
23,Male,0,0.70771,6.837190729,5.13235,6.837732953,Others,ISFJ
22,Male,0,2.41691,4.622385478,0.82519,4.721682116,Fiction,INFP
28,Male,1,6.38957,6.355046016,7.22066,4.746818707,Sports,ESTP
25,Male,0,9.45954,5.827268218,8.2619,6.591430422,Arts,ENTJ
28,Male,0,1.03199,4.594796485,9.27375,6.258949978,Sports,INTJ
31,Female,1,6.02421,6.3177759,0.63137,3.066285765,Sports,ESFP
31,Male,0,9.85422,5.989316659,6.59302,5.576022844,Fiction,ENTP
33,Female,0,3.40147,7.942512414,0.20998,4.198691632,Arts,ISFP
24,Male,0,5.16447,5.61503706,3.81366,4.345319552,Fiction,INFP
28,Male,0,1.11601,5.56466699,7.55265,6.038359497,Others,INTJ
34,Male,1,9.79336,6.65772022,6.1319,4.371527863,Fiction,ESFP
21,Female,1,9.38245,6.192722384,3.20356,4.589345512,Others,ENFP
23,Male,1,5.47165,4.397090506,6.83585,7.117218944,Others,ENTP
32,Male,1,0.96868,6.459174527,8.03217,3.720022217,Technology,ISTP
26,Female,0,5.37667,4.759573147,5.82207,5.993171338,Fiction,ENTP
24,Male,1,5.0553,6.403890937,8.07995,6.299025453,Others,ESTP
22,Male,0,1.35546,6.063884839,8.29195,6.66556546,Fiction,INTJ
26,Male,0,5.85948,5.13908115,0.01181,3.592703645,Fiction,ENFP
20,Male,1,4.88951,4.607729589,1.16872,6.940215553,Fiction,INFP
23,Female,0,8.41563,4.916120448,4.38864,5.59049883,Sports,ENFJ
25,Female,0,5.64825,5.679977575,6.28853,6.366815557,Others,ENTJ
20,Female,0,0.08138,4.935773994,7.5248,6.691474988,Arts,INTJ
26,Male,0,6.08573,7.192189163,8.58867,6.326276794,Arts,ESTJ
25,Female,0,0.26351,6.268435039,8.10754,6.321390564,Sports,ISTJ
24,Female,0,3.45749,5.039037962,6.93399,6.053664768,Fiction,INTJ
31,Female,1,3.1005,6.384138125,5.01672,5.297807833,Technology,ISFP
29,Male,1,1.4562,5.516586879,6.40213,4.311273744,Others,INFP
37,Female,0,1.64135,6.940405348,7.64274,0.330183528,Technology,ISTP
31,Male,0,9.16122,6.404487698,4.57858,6.960808603,Technology,ESFJ
26,Female,0,7.34177,6.4156727,8.0659,4.792133009,Arts,ESTP
28,Male,0,0.601,6.217211399,1.98916,3.869433017,Technology,ISFP
32,Female,0,9.00519,4.098528959,0.001,5.580281914,Others,ENFP
23,Female,0,4.05608,5.585006726,4.16974,3.724777514,Fiction,ENFP
23,Female,0,3.04944,6.279288998,5.57777,6.753624821,Technology,ISTJ
30,Male,0,3.71958,6.498228847,7.53867,7.111381851,Technology,ISTJ
26,Male,1,3.16112,6.642982229,8.55517,5.335271341,Others,ISTP
29,Male,0,9.80105,7.210492108,6.45728,7.66168106,Fiction,ESFJ
30,Female,0,0.92398,6.310753376,4.52089,6.636183668,Fiction,ISFJ
26,Male,1,0.51658,6.138564345,3.89022,0.551266351,Others,ISFP
24,Female,0,6.97025,6.552576957,7.75752,6.482508484,Others,ESTJ
36,Male,0,2.82833,6.669120723,0.87803,4.342735068,Sports,ISFP
39,Female,0,0.90343,4.22557523,9.492,6.567233115,Others,INTJ
33,Male,0,1.55917,7.238999662,8.41098,6.441501486,Fiction,ISTJ
26,Male,0,1.04778,6.279023924,1.62269,4.689352582,Sports,ISFP
28,Female,0,8.47998,7.036377611,7.52977,6.127287216,Others,ESTJ
28,Female,1,0.91399,4.548938141,7.89074,5.954961322,Fiction,INTP
36,Female,1,2.94376,4.594833979,2.58,3.915789182,Fiction,INFP
25,Male,0,5.78578,6.279373591,8.88455,6.824511487,Fiction,ESTJ
29,Male,0,0.79538,6.614662506,8.92258,5.012212437,Sports,ISTJ
28,Male,0,6.46657,6.262435973,7.18314,6.096502813,Others,ESTJ
24,Female,1,4.45594,5.364602438,8.41928,2.370898122,Fiction,ENTP
21,Male,0,2.1663,5.419668829,2.1645,1.117030062,Technology,INFP
27,Female,0,6.40211,7.400539336,5.89693,5.950357147,Technology,ESTP
26,Male,1,6.982,7.892350466,9.31969,5.20962681,Fiction,ESTP
28,Male,1,6.31195,3.705582233,1.50428,4.304643874,Arts,ENFP
21,Female,0,1.96459,4.498118923,5.14688,6.360773449,Technology,INFJ
24,Female,0,1.20977,6.818030924,1.10423,5.681922344,Others,ISFP
32,Female,0,1.0221,5.07999442,2.44183,4.217305816,Sports,INFP
30,Female,0,6.34021,7.907247587,2.80631,7.532255277,Fiction,ESFJ
29,Male,0,3.5548,6.511235817,5.03929,6.808283456,Others,ISFJ
30,Male,0,4.28584,7.096491542,8.7646,6.617623668,Fiction,ISTJ
29,Male,0,8.6175,5.090410092,2.6416,5.532031979,Fiction,ENFP
27,Male,0,4.96391,6.326096189,8.2357,3.561574597,Others,ISTP
25,Female,1,9.92824,6.593694734,2.83328,3.786669666,Fiction,ESFP
28,Male,0,1.73823,2.355228285,5.41318,6.02355669,Fiction,INFJ
30,Male,0,2.26223,6.656285991,3.30391,5.360994404,Sports,ISFJ
28,Female,0,2.34666,5.596489116,6.36629,6.665065124,Technology,INTJ
22,Female,0,0.81037,4.310783109,8.69418,6.217649136,Arts,INTJ
32,Female,0,7.95305,5.763533177,1.53966,5.864196653,Fiction,ENFP
29,Male,1,2.37135,7.0600282,6.56003,5.939789953,Sports,ISTP
31,Female,0,5.26816,6.896389214,2.7126,6.494951636,Technology,ESFJ
29,Female,1,9.08776,7.432849921,3.17071,5.453923533,Sports,ESFP
22,Female,0,2.19672,4.821890309,0.42332,6.447717756,Fiction,INFJ
37,Female,0,5.51257,3.268934374,3.66478,6.669551263,Technology,ENFJ
21,Male,1,7.18811,3.936228183,8.43066,5.555522643,Arts,ENTP
25,Female,0,5.77133,6.997786733,8.58923,5.1006917,Fiction,ESTP
46,Female,1,0.76628,6.485240544,7.94985,4.155751159,Technology,ISTP
28,Male,0,9.84606,5.01310127,3.08166,6.888290172,Technology,ENFJ
29,Male,0,0.31113,6.160892367,6.87444,2.75875022,Arts,ISTP
25,Female,0,5.433,4.322504999,9.34023,8.172219361,Fiction,ENTJ
25,Female,0,0.50651,6.46003168,8.31314,3.75941428,Fiction,ISTP
30,Male,0,6.89387,6.500981957,3.76413,7.578136098,Fiction,ESFJ
29,Male,0,9.34181,6.196181967,7.06915,3.12109498,Arts,ESTP
23,Male,0,7.92821,4.201647324,1.25832,6.534808215,Arts,ENFJ
28,Male,0,1.97758,7.102184007,9.43704,5.982587564,Sports,ISTJ
29,Female,0,2.10101,6.935970639,0.54328,7.148952199,Technology,ISFJ
25,Female,0,3.78858,6.260371935,5.75783,5.059657671,Others,ESTP
19,Female,0,1.19105,5.405389393,9.27575,6.46732171,Fiction,INTJ
25,Male,1,0.95695,5.623614092,8.26952,5.371296848,Arts,INTP
28,Female,0,4.16594,6.116095792,6.19518,5.778712341,Fiction,ESTP
24,Female,0,8.74925,6.413894568,0.0425,6.424155244,Others,ESFJ
25,Female,0,6.13332,5.08242105,5.26184,7.487547625,Fiction,ENFJ
23,Male,0,9.45766,6.392774761,3.08193,6.405985363,Technology,ESFJ
28,Male,0,3.78075,6.482633822,2.01195,5.524153941,Sports,ISFJ
26,Female,0,4.49681,3.732471289,2.88731,5.375343287,Sports,ENFJ
32,Male,1,5.84732,6.669448376,7.99767,3.852798085,Fiction,ESTP
24,Female,0,8.7355,5.19582939,9.65118,6.271128453,Sports,ENTJ
37,Female,1,7.60938,7.469654039,8.98076,3.799242923,Fiction,ESTP
21,Male,0,5.91583,5.193740748,6.23429,5.420753919,Sports,ENFJ
31,Male,0,6.24134,7.166918711,3.8958,6.205299172,Fiction,ESFJ
22,Female,0,3.21191,3.096801869,5.5506,3.331999436,Technology,ENTP
30,Female,0,8.25326,6.133258848,0.91659,4.967858933,Arts,ESFP
24,Male,0,0.77017,5.514913252,9.00039,3.966761217,Others,INTP
19,Female,0,4.13336,4.743757883,8.80811,6.726049243,Others,INTJ
25,Female,0,9.85192,6.483063316,4.50173,6.247387771,Fiction,ESFJ
30,Female,1,0.93935,6.214449929,4.53675,5.623554833,Fiction,ISFP
28,Female,1,6.28,7.421418376,2.07943,5.584322523,Others,ESFP
46,Male,1,1.91433,4.709590466,7.90264,4.712468386,Sports,INTP
27,Male,0,9.00244,6.183373304,6.90239,4.873230596,Fiction,ESTP
19,Female,0,9.82622,4.562779589,0.373,6.78268259,Sports,ENFJ
49,Male,0,4.37874,4.868447853,6.28113,4.846254367,Technology,INFP
26,Female,1,0.83067,6.995703607,4.5881,6.305054151,Fiction,ISFP
30,Female,0,1.50125,6.1457538,4.37973,4.803408646,Technology,ISFP
26,Male,0,0.97402,6.977393745,9.97104,6.28448129,Arts,ISTJ
26,Female,1,5.69218,7.262747824,5.63652,1.74200492,Others,ESTP
29,Male,0,9.20108,6.84752692,2.09218,3.507043612,Fiction,ESFP
25,Male,1,5.21262,4.00197599,9.90727,3.621829345,Sports,ENTP
25,Female,0,1.10752,6.603260155,1.80462,4.472024444,Arts,ISFP
35,Female,0,5.01998,6.822807447,1.46405,3.760812911,Others,ESFP
22,Male,0,0.63854,6.36590467,8.10895,5.354036301,Sports,INTJ
30,Male,0,8.00863,6.745921449,2.16272,5.186839006,Fiction,ESFP
22,Male,0,0.56814,2.362310967,0.67019,6.085640265,Fiction,INFJ
25,Male,0,2.92591,2.907310166,0.28622,6.426144395,Fiction,INFJ
27,Male,0,4.78155,6.004870047,8.87952,6.595630584,Arts,ENTJ
38,Male,1,0.68958,6.930852667,6.55521,8.005836955,Sports,ISTJ
21,Male,1,9.88077,4.059922867,3.47058,3.6791943,Sports,ENFP
29,Male,0,3.17983,6.641934671,8.78469,3.163231329,Technology,ISTP
26,Female,0,4.71272,6.328972672,3.32325,4.150634259,Fiction,ESFP
28,Male,0,4.6771,7.130812433,2.44845,3.501368514,Fiction,ESFP
19,Male,0,8.08012,4.652049887,7.82554,5.110689975,Sports,ENTJ
24,Female,0,2.55416,4.77504291,3.10006,2.293081134,Fiction,INFP
27,Male,1,0.8792,5.955326077,6.49533,3.891183116,Others,INFP
25,Male,0,3.6352,6.628951983,3.8947,6.052399224,Fiction,INFJ
29,Female,0,9.99805,7.937548449,7.6001,3.074172931,Fiction,ESTP
31,Female,0,5.87723,6.708653556,3.36499,5.053742289,Sports,ESFJ
32,Male,1,8.54227,7.48884229,3.35906,6.160111965,Fiction,ESFP
30,Female,0,7.6505,4.01255352,7.6696,6.005987223,Arts,ENTJ
31,Female,1,1.83792,4.117300146,8.75241,5.050585453,Others,INTP
26,Female,0,9.65327,6.141261017,8.22596,6.506066217,Arts,ESTJ
26,Female,1,0.40094,6.596601863,5.50968,4.542182598,Fiction,ISTP
25,Male,0,5.38074,6.413887647,1.1398,5.07572053,Fiction,ISFP
27,Male,0,0.63994,6.228716048,8.70827,6.174103261,Others,ISTJ
39,Male,1,3.23889,6.125805608,0.15722,5.513950603,Technology,ISFP
36,Female,0,7.45188,7.555212763,9.38174,6.69307542,Arts,ESTJ
32,Male,0,0.26854,4.994437284,5.89789,4.277635922,Others,INFP
37,Male,0,7.85123,6.109137878,5.73169,6.036315161,Fiction,ESFJ
24,Male,0,9.76258,6.138932605,8.70148,3.028058203,Fiction,ESTP
21,Male,0,0.13288,6.218610523,9.61391,6.559514167,Others,INTJ
27,Male,0,1.65202,6.525079382,5.13532,3.751350532,Technology,ISFP
31,Male,0,0.00367,3.270274303,7.3267,3.16183504,Arts,INTP
31,Male,0,6.57115,4.871910439,3.83542,5.044949555,Technology,ENFP
31,Female,0,3.2418,4.061499425,9.07257,5.358011634,Arts,ENTP
32,Male,0,4.06277,6.663481003,8.61739,6.224369623,Technology,ISTJ
21,Female,1,3.06847,4.944608869,9.85383,1.281959179,Arts,INTP
23,Male,1,0.2735,4.279827122,4.97425,4.244101231,Sports,INFP
22,Male,0,2.81182,3.529279328,9.30731,7.628311839,Technology,INTJ
38,Female,1,9.9686,6.021377907,3.02613,5.283349929,Arts,ENFP
23,Male,1,5.27394,6.379565245,1.52838,6.631482732,Fiction,ESFP
29,Male,0,7.16331,4.687539615,3.75461,4.405448201,Technology,ENFP
26,Male,0,4.45687,6.217887534,0.37419,6.241929779,Technology,ISFJ
22,Female,0,3.57725,6.766772406,5.59579,6.250799489,Others,ISTJ
38,Female,0,2.59657,5.539966927,6.72614,1.257407435,Technology,INTP
26,Male,0,1.25651,6.437950232,7.587,5.600936799,Sports,ISTJ
26,Male,0,1.34181,6.99912551,7.92729,5.107789657,Technology,ISTP
23,Male,0,2.57147,3.629100557,2.62107,5.568322033,Sports,INFJ
33,Male,0,0.57958,5.540055008,6.6674,4.255743875,Arts,INTP
28,Female,0,0.56075,5.568464662,8.11994,5.909763541,Arts,INTP
23,Female,0,6.13861,6.464149553,1.64986,5.467630229,Sports,ESFJ
22,Male,0,9.37168,6.508773024,7.27484,6.324552823,Fiction,ESTJ
20,Female,0,0.70952,2.700559654,3.44639,6.652056727,Technology,INFJ
29,Female,0,7.8618,2.076634254,1.34148,4.03431967,Fiction,ENFP
26,Male,0,0.48972,5.151258666,7.00877,6.952577747,Others,INTJ
34,Male,0,1.75419,6.368913001,9.79295,6.847540129,Sports,ISTJ
26,Male,0,8.94978,6.850205765,7.71277,8.176146862,Fiction,ESTJ
22,Male,1,3.64863,4.59272242,5.90415,3.805576765,Technology,INFP
34,Female,1,4.43764,5.024729667,6.81697,4.970258581,Fiction,INTP
33,Male,0,7.36563,5.911084073,8.48127,6.008506747,Arts,ENTJ
25,Female,0,4.99,6.523035084,5.36822,6.49154439,Sports,ESFJ
24,Male,1,3.65096,3.598791843,7.3965,6.085343731,Sports,INTP
23,Male,0,5.76323,4.016403197,2.75086,7.11271166,Others,ENFJ
29,Female,1,4.37553,4.017930262,3.15505,3.182936111,Others,ENFP
26,Male,0,3.36243,6.329892699,0.4431,7.698081141,Arts,ISFJ
24,Female,0,0.8253,6.567036502,9.75055,6.873617698,Fiction,ISTJ
21,Female,1,9.57307,6.546343044,8.23449,2.191599911,Fiction,ENTP
22,Female,0,9.07822,3.545046561,3.97548,2.139091995,Arts,ENFP
23,Female,0,6.83255,4.758244247,8.79064,3.502743594,Sports,ENTP
30,Male,0,5.10643,6.348596072,4.20689,4.865814547,Arts,ESFP
22,Female,0,4.45204,2.584690641,8.15961,8.161998882,Fiction,INTJ
24,Female,0,2.37102,5.124559552,8.61227,6.01357605,Arts,INTJ
29,Male,0,2.97474,6.218414855,1.30385,5.176896721,Sports,ISFJ
25,Female,0,9.96616,6.610298691,9.94531,4.637619979,Technology,ESTP
29,Male,0,5.63275,5.656367285,6.5564,5.042100049,Arts,ENTP
30,Male,0,9.78013,5.456330131,7.35497,3.979309027,Technology,ENTP
22,Male,0,5.35218,7.928927762,6.03431,6.341839516,Fiction,ISFJ
26,Male,1,0.65933,6.232037858,0.64215,5.408839857,Fiction,ISFP
29,Male,0,4.48121,6.48809618,7.73554,6.687186841,Sports,ISTJ
33,Female,0,9.03334,6.327641207,4.73096,6.399135765,Technology,ESFJ
36,Male,0,0.54152,4.787117661,5.17425,6.933408387,Others,INFJ
33,Female,1,2.11067,6.164709071,9.03416,5.72380352,Technology,ISTP
29,Female,0,0.54049,7.157941454,6.2373,6.462975433,Arts,ISTJ
24,Male,0,3.03604,6.5184382,9.4441,7.148543316,Others,ISTJ
25,Male,0,4.23031,6.259926169,0.97878,6.683158873,Fiction,ISFJ
22,Female,0,4.96554,6.525278776,3.47162,6.445181995,Fiction,ESFJ
30,Female,0,6.30925,6.517835164,3.84459,6.255068859,Arts,ESFJ
33,Female,0,5.83118,4.639367909,3.1346,6.785586414,Fiction,ENFJ
24,Male,0,9.14809,6.913663297,1.1764,6.65640014,Fiction,ESFJ
22,Female,0,9.50879,4.351147532,6.47124,0.317893603,Fiction,ENTP
23,Female,0,3.38806,5.297797406,7.7031,2.100625535,Others,ENTP
23,Male,1,7.84139,4.477195022,8.07515,3.905358726,Fiction,ENTP
25,Female,0,2.47937,7.021785932,1.37307,6.213553027,Fiction,INFJ
35,Female,0,2.87049,7.138069916,4.00468,6.08420451,Technology,ISFJ
29,Female,0,1.40866,3.412635346,9.48556,4.574420071,Arts,INTP
39,Male,1,6.61425,6.368461509,6.87622,5.269151996,Others,ESTP
26,Male,0,2.59654,6.150365054,0.35105,7.208210371,Arts,ISFJ
20,Male,0,1.50636,5.078956422,0.37728,6.628349917,Others,INFJ
21,Male,0,1.16533,6.917834737,7.08353,5.157819341,Sports,INTJ
27,Male,1,9.28317,7.244657896,9.59328,3.520851435,Arts,ESTP
40,Male,1,5.29768,7.406199416,9.58166,5.353853858,Sports,ESTP
30,Male,1,9.1896,6.301603447,8.756,5.089313867,Sports,ESTP
24,Female,1,2.38318,2.857021567,1.22339,4.37322066,Arts,INFP
27,Female,1,4.58589,2.766870097,8.45227,4.381854041,Technology,INTP
20,Female,0,7.17596,4.089361285,6.07036,6.325427022,Fiction,ENTJ
33,Male,0,0.90756,6.399422179,3.23026,6.3655435,Others,ISFJ
28,Female,0,2.78472,7.371254879,0.14602,4.399160138,Sports,ESFP
34,Female,0,2.5337,6.154815486,9.16444,3.899702639,Others,ISTP
24,Male,0,8.52387,3.456283656,6.04508,3.940831139,Fiction,ENFP
24,Female,0,7.08628,4.833018724,5.67811,6.329949638,Technology,ENTJ
29,Male,0,3.68283,5.822770143,8.31245,6.154535158,Fiction,INTJ
42,Male,0,2.45823,6.934233399,9.40967,3.947550791,Fiction,ISTP
27,Female,0,3.94991,6.515458216,2.38032,6.102404054,Fiction,ESFJ
23,Female,1,4.22072,5.918241644,9.49113,6.435601508,Sports,ENTP
30,Female,1,7.70253,3.623597702,9.52246,5.165562749,Sports,ENTP
34,Female,0,0.66202,8.015151886,4.02856,4.528260546,Fiction,ISFP
30,Female,0,4.07552,5.559246829,5.42691,6.967702218,Arts,ENTJ
26,Female,0,6.00197,7.260490534,3.84793,4.607143153,Arts,ESFP
36,Male,1,1.22615,6.357754702,7.22374,5.614652314,Fiction,ISTP
25,Female,1,4.52734,6.813189596,5.52907,5.400708962,Arts,ESTP
25,Male,0,8.03206,8.074044644,5.95658,4.418364954,Arts,ESTP
22,Male,0,5.16254,5.55512874,2.74483,7.200325167,Sports,INFJ
21,Male,0,0.89451,3.803528041,7.06871,6.195809225,Others,INTJ
25,Female,0,8.26385,5.021449388,4.77537,6.009939021,Others,ENFJ
21,Male,0,4.57933,4.343329172,7.77723,2.260818547,Arts,ENTP
25,Male,0,3.84345,5.33014784,5.59898,6.08046882,Fiction,INFJ
27,Male,0,7.44308,6.365663868,3.36885,3.02227996,Fiction,ESFP
30,Male,0,3.5803,6.137144859,0.09368,6.092869603,Fiction,ISFJ
23,Male,1,2.57883,5.876408073,7.87717,4.146624349,Fiction,INTP
29,Male,0,8.25139,7.058122524,3.63689,4.5779419,Others,ESFP
21,Female,0,7.65206,5.073643995,5.76359,6.016902728,Arts,ENTJ
26,Female,0,9.16825,5.126751193,6.64748,5.108980799,Arts,ENTP
23,Male,0,3.14704,7.246019738,6.01354,6.341396571,Fiction,ISFJ
28,Male,0,0.93284,7.025559764,3.90928,6.723864236,Technology,ISFJ
31,Male,0,1.83504,6.313536813,4.39337,4.815151528,Others,ISFP
25,Male,1,1.6605,2.621284037,3.37731,3.964050924,Others,INFP
27,Female,0,4.44754,6.189381407,5.83179,5.605028466,Others,ESTP
30,Female,0,9.96142,7.314675109,1.03557,7.306432414,Fiction,ESFJ
25,Female,1,5.06804,2.262902011,6.92006,4.003533814,Technology,ENTP
23,Male,0,4.04125,6.066424034,2.84993,6.164947134,Arts,ENFJ
21,Male,0,8.47124,2.790864075,0.26321,7.584360148,Fiction,ENFJ
28,Female,1,2.50514,6.106053502,2.58839,5.42625431,Arts,ISFP
22,Female,0,5.8482,5.096580017,7.98267,6.080070431,Fiction,ENTJ
26,Male,0,7.58598,5.2830657,8.68562,5.707439086,Arts,ENTP
25,Female,1,2.68835,4.444754168,2.96134,2.306881006,Others,ENFP
37,Male,0,6.12448,6.407356211,4.25924,6.302800506,Technology,ESFJ
32,Female,0,1.604,6.115972412,8.7581,6.30110653,Technology,ISTJ
